x,y,r
0.30438926174496644,0.07854054054054055,0.004
0.7420268456375838,0.32254054054054054,0.004
0.7486577181208054,0.2565945945945946,0.004
0.7751812080536913,0.03897297297297297,0.004
0.3176510067114094,0.3357297297297297,0.004
0.8215973154362416,0.09172972972972973,0.004
0.562993288590604,0.09832432432432432,0.004
0.02589261744966443,0.4808108108108108,0.004
0.2049261744966443,0.3818918918918919,0.004
0.21818791946308724,0.3950810810810811,0.004
0.14524832214765102,0.32254054054054054,0.004
0.8282281879194631,0.1247027027027027,0.004
0.10546308724832215,0.27637837837837836,0.004
0.9741073825503355,0.09172972972972973,0.004
0.35080536912751675,0.11810810810810811,0.004
0.8945369127516778,0.2631891891891892,0.004
0.6624563758389261,0.21702702702702703,0.004
0.1717718120805369,0.3423243243243243,0.004
0.2314496644295302,0.21702702702702703,0.004
0.29775838926174497,0.3950810810810811,0.004
0.3375436241610738,0.06535135135135135,0.004
0.19166442953020135,0.2302162162162162,0.004
0.052416107382550335,0.3093513513513514,0.004
0.702241610738255,0.16427027027027027,0.004
0.6441044411966207,0.49445601903229697,0.004
0.7287651006711409,0.1576756756756757,0.004
0.9475838926174496,0.32913513513513515,0.004
0.8680134228187919,0.32913513513513515,0.004
0.9939999999999999,0.27637837837837836,0.004
0.8215973154362416,0.25,0.004
0.38382581709698776,0.4544758529646893,0.004
0.37093329879946796,0.3573115686662912,0.004
0.36632944328911554,0.47669159851720994,0.004
0.16514093959731543,0.07194594594594594,0.004
0.625282882315431,0.34039802291564897,0.004
0.6094093959731544,0.1247027027027027,0.004
0.6388012157116669,0.31268242949952746,0.004
0.8680134228187919,0.4412432432432432,0.004
0.3862639642178459,0.4816452343846558,0.004
0.5165771812080536,0.08513513513513514,0.004
0.5504173588557437,0.23780147523960934,0.004
0.19829530201342283,0.49400000000000005,0.004
0.6491946308724832,0.2302162162162162,0.004
0.6624563758389261,0.28297297297297297,0.004
0.6160402684563758,0.03897297297297297,0.004
0.3574362416107382,0.03237837837837838,0.004
0.2579731543624161,0.3884864864864865,0.004
0.8215973154362416,0.32913513513513515,0.004
0.1717718120805369,0.2631891891891892,0.004
0.7486577181208054,0.4082702702702703,0.004
0.6094093959731544,0.2302162162162162,0.004
0.6226711409395973,0.11810810810810811,0.004
0.8746442953020134,0.4082702702702703,0.004
0.7221342281879194,0.019189189189189187,0.004
0.8282281879194631,0.3687027027027027,0.004
0.37606626486717487,0.3708649150641944,0.004
0.2513422818791946,0.26978378378378376,0.004
0.1187248322147651,0.2961621621621622,0.004
0.11209395973154362,0.46102702702702697,0.004
0.4038523489932886,0.10491891891891893,0.004
0.052416107382550335,0.48740540540540545,0.004
0.3405338014735981,0.3626019733361061,0.004
0.23808053691275166,0.09172972972972973,0.004
0.47204319443399184,0.22882823389415965,0.004
0.14524832214765102,0.41486486486486485,0.004
0.7818120805369128,0.3555135135135135,0.004
0.6956107382550335,0.1576756756756757,0.004
0.1518791946308725,0.019189189189189187,0.004
0.13861744966442952,0.2368108108108108,0.004
0.8812751677852348,0.3423243243243243,0.004
0.3375436241610738,0.2434054054054054,0.004
0.7287651006711409,0.3555135135135135,0.004
0.10546308724832215,0.07194594594594594,0.004
0.9939999999999999,0.4412432432432432,0.004
0.6425637583892617,0.07194594594594594,0.004
0.8945369127516778,0.32913513513513515,0.004
0.7088724832214764,0.32254054054054054,0.004
0.1518791946308725,0.11151351351351352,0.004
0.9873691275167784,0.49400000000000005,0.004
0.2049261744966443,0.3357297297297297,0.004
0.2049261744966443,0.058756756756756755,0.004
0.15851006711409396,0.4478378378378378,0.004
0.29775838926174497,0.006,0.004
0.2579731543624161,0.11151351351351352,0.004
0.2579731543624161,0.19724324324324324,0.004
0.15851006711409396,0.3555135135135135,0.004
0.688979865771812,0.37529729729729727,0.004
0.271234899328859,0.31594594594594594,0.004
0.3974990276400398,0.3317788709087973,0.004
0.21155704697986577,0.20383783783783785,0.004
0.7420268456375838,0.46102702702702697,0.004
0.5696241610738255,0.058756756756756755,0.004
0.11209395973154362,0.019189189189189187,0.004
0.3295436882164314,0.42667920917663615,0.004
0.23808053691275166,0.27637837837837836,0.004
0.18503355704697985,0.26978378378378376,0.004
0.6624563758389261,0.3687027027027027,0.004
0.423744966442953,0.11151351351351352,0.004
0.7155033557046979,0.2961621621621622,0.004
0.3574362416107382,0.2434054054054054,0.004
0.2579731543624161,0.3621081081081081,0.004
0.15851006711409396,0.37529729729729727,0.004
0.34750495453589897,0.40388023764742853,0.004
0.5830666175603615,0.2911288066454877,0.004
0.02589261744966443,0.43464864864864866,0.004
0.34191715742965517,0.43833636053932784,0.004
0.13861744966442952,0.3687027027027027,0.004
0.9276912751677852,0.48740540540540545,0.004
0.19166442953020135,0.2565945945945946,0.004
0.39059060402684564,0.025783783783783785,0.004
0.7420268456375838,0.41486486486486485,0.004
0.30438926174496644,0.006,0.004
0.8215973154362416,0.4016756756756757,0.004
0.1187248322147651,0.05216216216216216,0.004
0.40505115416946963,0.33529652325347126,0.004
0.6558255033557047,0.21702702702702703,0.004
0.23808053691275166,0.03897297297297297,0.004
0.09883221476510068,0.3093513513513514,0.004
0.5033154362416107,0.09832432432432432,0.004
0.06567785234899329,0.03897297297297297,0.004
0.6160402684563758,0.13789189189189188,0.004
0.423744966442953,0.09832432432432432,0.004
0.1518791946308725,0.1576756756756757,0.004
0.9807382550335569,0.03237837837837838,0.004
0.3176510067114094,0.3423243243243243,0.004
0.6757181208053691,0.49400000000000005,0.004
0.19166442953020135,0.4082702702702703,0.004
0.46353020134228184,0.19064864864864864,0.004
0.7420268456375838,0.1312972972972973,0.004
0.4701610738255033,0.012594594594594595,0.004
0.8746442953020134,0.27637837837837836,0.004
0.1187248322147651,0.025783783783783785,0.004
0.6624563758389261,0.07854054054054055,0.004
0.3574362416107382,0.2368108108108108,0.004
0.9741073825503355,0.2631891891891892,0.004
0.9939999999999999,0.058756756756756755,0.004
0.6180111642631274,0.38211332110646684,0.004
0.2049261744966443,0.08513513513513514,0.004
0.11209395973154362,0.4412432432432432,0.004
0.6491946308724832,0.10491891891891893,0.004
0.619779662551483,0.47224606302547495,0.004
0.8945369127516778,0.37529729729729727,0.004
0.4075487512802195,0.25382428642343136,0.004
0.012630872483221476,0.3555135135135135,0.004
0.6275653587591217,0.31475294703865836,0.004
0.7420268456375838,0.05216216216216216,0.004
0.8680134228187919,0.2302162162162162,0.004
0.039154362416107376,0.32254054054054054,0.004
0.967476510067114,0.43464864864864866,0.004
0.9608456375838925,0.2961621621621622,0.004
0.5981473567118225,0.28535178760157737,0.004
0.2314496644295302,0.2368108108108108,0.004
0.37069798657718117,0.18405405405405406,0.004
0.29775838926174497,0.2961621621621622,0.004
0.01926174496644295,0.012594594594594595,0.004
0.39933865062767915,0.2752547161008335,0.004
0.40238734489208094,0.29499709547362796,0.004
0.6442939080337992,0.30226093946288385,0.004
0.562993288590604,0.1510810810810811,0.004
0.27786577181208055,0.2961621621621622,0.004
0.4303758389261745,0.48740540540540545,0.004
0.05904697986577181,0.045567567567567566,0.004
0.10546308724832215,0.025783783783783785,0.004
0.38011492097012956,0.2805257398680301,0.004
0.6293020134228188,0.19064864864864864,0.004
0.702241610738255,0.025783783783783785,0.004
0.9409530201342281,0.03237837837837838,0.004
0.8282281879194631,0.2236216216216216,0.004
0.9343221476510066,0.2368108108108108,0.004
0.5165771812080536,0.07194594594594594,0.004
0.02589261744966443,0.19724324324324324,0.004
0.38395973154362417,0.2236216216216216,0.004
0.09883221476510068,0.49400000000000005,0.004
0.37674667146051405,0.36962309930480874,0.004
0.0325234899328859,0.025783783783783785,0.004
0.43700671140939595,0.18405405405405406,0.004
0.41711409395973154,0.11810810810810811,0.004
0.5828859060402685,0.11151351351351352,0.004
0.08557046979865772,0.3489189189189189,0.004
0.1187248322147651,0.1510810810810811,0.004
0.09883221476510068,0.1576756756756757,0.004
0.14524832214765102,0.4544324324324324,0.004
0.7353959731543623,0.09172972972972973,0.004
0.2049261744966443,0.09172972972972973,0.004
0.6956107382550335,0.17086486486486485,0.004
0.3375436241610738,0.41486486486486485,0.004
0.01926174496644295,0.06535135135135135,0.004
0.6101858078493013,0.2624155560130418,0.004
0.21818791946308724,0.2434054054054054,0.004
0.11209395973154362,0.25,0.004
0.38395973154362417,0.09172972972972973,0.004
0.01926174496644295,0.3687027027027027,0.004
0.5993241350323938,0.3168271590309122,0.004
0.8481208053691275,0.41486486486486485,0.004
0.22481879194630872,0.1312972972972973,0.004
0.5497315436241611,0.10491891891891893,0.004
0.3958917793538643,0.39543444250575854,0.004
0.3110201342281879,0.1247027027027027,0.004
0.7221342281879194,0.25,0.004
0.6757181208053691,0.18405405405405406,0.004
0.284496644295302,0.19064864864864864,0.004
0.01926174496644295,0.03237837837837838,0.004
0.30438926174496644,0.2368108108108108,0.004
0.49005369127516774,0.019189189189189187,0.004
0.24471140939597313,0.4676216216216216,0.004
0.9077986577181207,0.03897297297297297,0.004
0.08557046979865772,0.11151351351351352,0.004
0.27786577181208055,0.05216216216216216,0.004
0.6757181208053691,0.31594594594594594,0.004
0.8017046979865772,0.28297297297297297,0.004
0.841489932885906,0.37529729729729727,0.004
0.954214765100671,0.2895675675675676,0.004
0.052416107382550335,0.2302162162162162,0.004
0.6624563758389261,0.32913513513513515,0.004
0.35080536912751675,0.1312972972972973,0.004
0.576255033557047,0.19064864864864864,0.004
0.07230872483221476,0.18405405405405406,0.004
0.841489932885906,0.006,0.004
0.7088724832214764,0.11810810810810811,0.004
0.23808053691275166,0.3357297297297297,0.004
0.967476510067114,0.3093513513513514,0.004
0.5986807663819609,0.30765161471720376,0.004
0.4038523489932886,0.11810810810810811,0.004
0.32428187919463086,0.4808108108108108,0.004
0.423744966442953,0.05216216216216216,0.004
0.4745800185186115,0.2551877137471543,0.004
0.5033154362416107,0.1576756756756757,0.004
0.19829530201342283,0.17745945945945946,0.004
0.5165771812080536,0.05216216216216216,0.004
0.9210604026845637,0.006,0.004
0.6823489932885906,0.42145945945945945,0.004
0.271234899328859,0.4016756756756757,0.004
0.7221342281879194,0.03897297297297297,0.004
0.2314496644295302,0.49400000000000005,0.004
0.07230872483221476,0.11151351351351352,0.004
0.8149664429530201,0.17745945945945946,0.004
0.7088724832214764,0.4676216216216216,0.004
0.10546308724832215,0.1576756756756757,0.004
0.6823489932885906,0.4676216216216216,0.004
0.8149664429530201,0.4676216216216216,0.004
0.1518791946308725,0.32913513513513515,0.004
0.6094093959731544,0.08513513513513514,0.004
0.35574959511225923,0.48926077066359436,0.004
0.08557046979865772,0.3950810810810811,0.004
0.07230872483221476,0.4082702702702703,0.004
0.442674904126602,0.23386963967830307,0.004
0.3110201342281879,0.4544324324324324,0.004
0.3773288590604027,0.08513513513513514,0.004
0.15851006711409396,0.3027567567567568,0.004
0.09220134228187919,0.21702702702702703,0.004
0.9409530201342281,0.006,0.004
0.21818791946308724,0.3818918918918919,0.004
0.7287651006711409,0.1312972972972973,0.004
0.23808053691275166,0.3423243243243243,0.004
0.6445462841791095,0.39442329563909356,0.004
0.0325234899328859,0.03237837837837838,0.004
0.7221342281879194,0.07194594594594594,0.004
0.1187248322147651,0.16427027027027027,0.004
0.6160402684563758,0.1510810810810811,0.004
0.4966845637583892,0.07194594594594594,0.004
0.49005369127516774,0.07194594594594594,0.004
0.8746442953020134,0.3950810810810811,0.004
0.6359328859060402,0.006,0.004
0.02589261744966443,0.3687027027027027,0.004
0.9276912751677852,0.012594594594594595,0.004
0.0325234899328859,0.05216216216216216,0.004
0.21155704697986577,0.09172972972972973,0.004
0.1717718120805369,0.4742162162162162,0.004
0.3375436241610738,0.1312972972972973,0.004
0.012630872483221476,0.1247027027027027,0.004
0.6122298534276556,0.2903353018306468,0.004
0.7751812080536913,0.4742162162162162,0.004
0.8348590604026845,0.28297297297297297,0.004
0.43700671140939595,0.07854054054054055,0.004
0.14524832214765102,0.1576756756756757,0.004
0.5882953099736491,0.3088055997355024,0.004
0.9873691275167784,0.2895675675675676,0.004
0.8017046979865772,0.3357297297297297,0.004
0.688979865771812,0.21043243243243243,0.004
0.24471140939597313,0.4544324324324324,0.004
0.052416107382550335,0.31594594594594594,0.004
0.052416107382550335,0.46102702702702697,0.004
0.6163311888798032,0.4535158137780983,0.004
0.32428187919463086,0.06535135135135135,0.004
0.620920375482391,0.4265281984443076,0.004
0.5330313671508099,0.23542287600668593,0.004
0.8680134228187919,0.2565945945945946,0.004
0.5431006711409396,0.11810810810810811,0.004
0.07893959731543625,0.19064864864864864,0.004
0.8083355704697986,0.19064864864864864,0.004
0.13861744966442952,0.4082702702702703,0.004
0.6191748191003139,0.3940867175668743,0.004
0.48342281879194626,0.1247027027027027,0.004
0.5563624161073826,0.08513513513513514,0.004
0.39059060402684564,0.10491891891891893,0.004
0.012630872483221476,0.43464864864864866,0.004
0.8879060402684563,0.4742162162162162,0.004
0.37370023280099,0.4459824111364703,0.004
0.039154362416107376,0.3423243243243243,0.004
0.9011677852348993,0.13789189189189188,0.004
0.7950738255033557,0.17745945945945946,0.004
0.13861744966442952,0.16427027027027027,0.004
0.9011677852348993,0.4412432432432432,0.004
0.6624563758389261,0.27637837837837836,0.004
0.9741073825503355,0.3357297297297297,0.004
0.271234899328859,0.045567567567567566,0.004
0.5143139600732929,0.22008338683299597,0.004
0.6558255033557047,0.1312972972972973,0.004
0.8680134228187919,0.2368108108108108,0.004
0.4624391548451785,0.23437958787897462,0.004
0.9276912751677852,0.1312972972972973,0.004
0.2513422818791946,0.4082702702702703,0.004
0.0325234899328859,0.3621081081081081,0.004
0.24471140939597313,0.4742162162162162,0.004
0.8746442953020134,0.025783783783783785,0.004
0.3980339229246559,0.4432211593791786,0.004
0.702241610738255,0.3687027027027027,0.004
0.1717718120805369,0.4016756756756757,0.004
0.576255033557047,0.08513513513513514,0.004
0.9741073825503355,0.2302162162162162,0.004
0.6757181208053691,0.2961621621621622,0.004
0.7420268456375838,0.058756756756756755,0.004
0.6690872483221476,0.11151351351351352,0.004
0.41711409395973154,0.08513513513513514,0.004
0.967476510067114,0.03897297297297297,0.004
0.658432687940543,0.42866550682491766,0.004
0.32428187919463086,0.11810810810810811,0.004
0.9276912751677852,0.4808108108108108,0.004
0.8945369127516778,0.08513513513513514,0.004
0.8879060402684563,0.1247027027027027,0.004
0.7751812080536913,0.3357297297297297,0.004
0.15851006711409396,0.3818918918918919,0.004
0.6558255033557047,0.3357297297297297,0.004
0.8215973154362416,0.3950810810810811,0.004
0.11209395973154362,0.37529729729729727,0.004
0.284496644295302,0.49400000000000005,0.004
0.854751677852349,0.10491891891891893,0.004
0.37069798657718117,0.012594594594594595,0.004
0.9873691275167784,0.2236216216216216,0.004
0.1518791946308725,0.07854054054054055,0.004
0.8680134228187919,0.019189189189189187,0.004
0.5497315436241611,0.20383783783783785,0.004
0.8481208053691275,0.4412432432432432,0.004
0.425259045220932,0.3297468558764999,0.004
0.039154362416107376,0.3027567567567568,0.004
0.7486577181208054,0.32254054054054054,0.004
0.17840268456375838,0.05216216216216216,0.004
0.38951060755019584,0.26272054554381186,0.004
0.954214765100671,0.4082702702702703,0.004
0.14524832214765102,0.045567567567567566,0.004
0.6078151690907574,0.3544391839556067,0.004
0.5298389261744966,0.1444864864864865,0.004
0.6558255033557047,0.08513513513513514,0.004
0.07893959731543625,0.1444864864864865,0.004
0.012630872483221476,0.11151351351351352,0.004
0.30438926174496644,0.4544324324324324,0.004
0.19829530201342283,0.1576756756756757,0.004
0.10546308724832215,0.43464864864864866,0.004
0.7619194630872483,0.1312972972972973,0.004
0.17840268456375838,0.37529729729729727,0.004
0.8481208053691275,0.49400000000000005,0.004
0.9741073825503355,0.37529729729729727,0.004
0.1717718120805369,0.20383783783783785,0.004
0.8083355704697986,0.11810810810810811,0.004
0.9144295302013422,0.18405405405405406,0.004
0.9873691275167784,0.21702702702702703,0.004
0.8282281879194631,0.21043243243243243,0.004
0.1187248322147651,0.17086486486486485,0.004
0.08557046979865772,0.012594594594594595,0.004
